worker_id,story_id,ranking_pos,ranking_value,ranking_value_norm
A1IZ4NX41GKU4X,1033_TD-VAE,9,20,0.6363636363636364
A1IZ4NX41GKU4X,1032_TD-VAE,9,20,0.6363636363636364
A1IZ4NX41GKU4X,17_Human,9,20,0.6363636363636364
A1IZ4NX41GKU4X,1031_TD-VAE,9,20,0.6363636363636364
A1IZ4NX41GKU4X,21_Human,9,20,0.6363636363636364
A1IZ4NX41GKU4X,1049_TD-VAE,9,20,0.6363636363636364
A1IZ4NX41GKU4X,1051_TD-VAE,9,20,0.6363636363636364
A1IZ4NX41GKU4X,793_Fusion,9,20,0.6363636363636364
A1IZ4NX41GKU4X,794_Fusion,9,20,0.6363636363636364
A1IZ4NX41GKU4X,796_Fusion,9,20,0.6363636363636364
A1IZ4NX41GKU4X,802_Fusion,9,20,0.6363636363636364
A1IZ4NX41GKU4X,806_Fusion,9,20,0.6363636363636364
A1IZ4NX41GKU4X,732_XLNet,9,20,0.6363636363636364
A1IZ4NX41GKU4X,738_XLNet,9,20,0.6363636363636364
A1IZ4NX41GKU4X,459_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,330_GPT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,332_GPT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,361_GPT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,363_GPT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,343_GPT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,162_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,165_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,170_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,147_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,149_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,753_XLNet,9,20,0.6363636363636364
A1IZ4NX41GKU4X,759_XLNet,9,20,0.6363636363636364
A1IZ4NX41GKU4X,160_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,161_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,827_Fusion,9,20,0.6363636363636364
A1IZ4NX41GKU4X,821_Fusion,9,20,0.6363636363636364
A1IZ4NX41GKU4X,855_Fusion,9,20,0.6363636363636364
A1IZ4NX41GKU4X,839_Fusion,9,20,0.6363636363636364
A1IZ4NX41GKU4X,183_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,195_CTRL,9,20,0.6363636363636364
A1IZ4NX41GKU4X,720_XLNet,9,20,0.6363636363636364
A1IZ4NX41GKU4X,721_XLNet,9,20,0.6363636363636364
A1IZ4NX41GKU4X,205_CTRL,9,20,0.6363636363636364
A1IZ4NX41GKU4X,206_CTRL,9,20,0.6363636363636364
A1IZ4NX41GKU4X,888_HINT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,876_HINT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,468_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,471_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,472_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,476_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,502_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,486_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,492_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,494_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,501_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,453_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,456_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,510_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,659_RoBERTa,9,20,0.6363636363636364
A1IZ4NX41GKU4X,660_RoBERTa,9,20,0.6363636363636364
A1IZ4NX41GKU4X,883_HINT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,673_XLNet,9,20,0.6363636363636364
A1IZ4NX41GKU4X,675_XLNet,9,20,0.6363636363636364
A1IZ4NX41GKU4X,700_XLNet,9,20,0.6363636363636364
A1IZ4NX41GKU4X,710_XLNet,9,20,0.6363636363636364
A1IZ4NX41GKU4X,636_RoBERTa,9,20,0.6363636363636364
A1IZ4NX41GKU4X,602_RoBERTa,9,20,0.6363636363636364
A1IZ4NX41GKU4X,242_CTRL,9,20,0.6363636363636364
A1IZ4NX41GKU4X,596_RoBERTa,9,20,0.6363636363636364
A1IZ4NX41GKU4X,603_RoBERTa,9,20,0.6363636363636364
A1IZ4NX41GKU4X,562_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,619_RoBERTa,9,20,0.6363636363636364
A1IZ4NX41GKU4X,247_CTRL,9,20,0.6363636363636364
A1IZ4NX41GKU4X,552_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,554_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,266_CTRL,9,20,0.6363636363636364
A1IZ4NX41GKU4X,565_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,566_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,300_GPT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,530_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,289_GPT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,312_GPT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,296_GPT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,542_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,545_GPT-2,9,20,0.6363636363636364
A1IZ4NX41GKU4X,303_GPT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,949_HINT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,952_HINT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,317_GPT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,271_CTRL,9,20,0.6363636363636364
A1IZ4NX41GKU4X,122_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,901_HINT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,902_HINT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,267_CTRL,9,20,0.6363636363636364
A1IZ4NX41GKU4X,134_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,118_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,120_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,139_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,140_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,911_HINT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,912_HINT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,400_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,1027_TD-VAE,9,20,0.6363636363636364
A1IZ4NX41GKU4X,413_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,407_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,989_TD-VAE,9,20,0.6363636363636364
A1IZ4NX41GKU4X,394_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,431_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,441_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,383_GPT,9,20,0.6363636363636364
A1IZ4NX41GKU4X,384_GPT-2 (tag),9,20,0.6363636363636364
A1IZ4NX41GKU4X,73_Human,9,20,0.6363636363636364
A1IZ4NX41GKU4X,77_Human,9,20,0.6363636363636364
A1IZ4NX41GKU4X,80_Human,9,20,0.6363636363636364
A1IZ4NX41GKU4X,962_TD-VAE,9,20,0.6363636363636364
A1IZ4NX41GKU4X,93_Human,9,20,0.6363636363636364
A1IZ4NX41GKU4X,97_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,103_BertGeneration,9,20,0.6363636363636364
A1IZ4NX41GKU4X,35_Human,9,20,0.6363636363636364
A1IZ4NX41GKU4X,47_Human,9,20,0.6363636363636364
A1IZ4NX41GKU4X,587_RoBERTa,10,19,0.5909090909090909
A1IZ4NX41GKU4X,244_CTRL,10,19,0.5909090909090909
A1IZ4NX41GKU4X,179_BertGeneration,10,19,0.5909090909090909
A1IZ4NX41GKU4X,856_Fusion,10,19,0.5909090909090909
A1IZ4NX41GKU4X,840_Fusion,10,19,0.5909090909090909
A1IZ4NX41GKU4X,715_XLNet,10,19,0.5909090909090909
A1IZ4NX41GKU4X,177_BertGeneration,10,19,0.5909090909090909
A1IZ4NX41GKU4X,592_RoBERTa,10,19,0.5909090909090909
A1IZ4NX41GKU4X,731_XLNet,10,19,0.5909090909090909
A1IZ4NX41GKU4X,495_GPT-2,10,19,0.5909090909090909
A1IZ4NX41GKU4X,500_GPT-2,10,19,0.5909090909090909
A1IZ4NX41GKU4X,490_GPT-2,10,19,0.5909090909090909
A1IZ4NX41GKU4X,491_GPT-2,10,19,0.5909090909090909
A1IZ4NX41GKU4X,455_GPT-2 (tag),10,19,0.5909090909090909
A1IZ4NX41GKU4X,505_GPT-2,10,19,0.5909090909090909
A1IZ4NX41GKU4X,520_GPT-2,10,19,0.5909090909090909
A1IZ4NX41GKU4X,178_BertGeneration,10,19,0.5909090909090909
A1IZ4NX41GKU4X,621_RoBERTa,10,19,0.5909090909090909
A1IZ4NX41GKU4X,622_RoBERTa,10,19,0.5909090909090909
A1IZ4NX41GKU4X,626_RoBERTa,10,19,0.5909090909090909
A1IZ4NX41GKU4X,570_GPT-2,10,19,0.5909090909090909
A1IZ4NX41GKU4X,571_GPT-2,10,19,0.5909090909090909
A1IZ4NX41GKU4X,536_GPT-2,10,19,0.5909090909090909
A1IZ4NX41GKU4X,286_CTRL,10,19,0.5909090909090909
A1IZ4NX41GKU4X,585_RoBERTa,10,19,0.5909090909090909
A1IZ4NX41GKU4X,643_RoBERTa,10,19,0.5909090909090909
A1IZ4NX41GKU4X,213_CTRL,10,19,0.5909090909090909
A1IZ4NX41GKU4X,216_CTRL,10,19,0.5909090909090909
A1IZ4NX41GKU4X,223_CTRL,10,19,0.5909090909090909
A1IZ4NX41GKU4X,224_CTRL,10,19,0.5909090909090909
A1IZ4NX41GKU4X,227_CTRL,10,19,0.5909090909090909
A1IZ4NX41GKU4X,229_CTRL,10,19,0.5909090909090909
A1IZ4NX41GKU4X,236_CTRL,10,19,0.5909090909090909
A1IZ4NX41GKU4X,567_GPT-2,10,19,0.5909090909090909
A1IZ4NX41GKU4X,463_GPT-2 (tag),10,19,0.5909090909090909
A1IZ4NX41GKU4X,326_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,915_HINT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,127_BertGeneration,10,19,0.5909090909090909
A1IZ4NX41GKU4X,414_GPT-2 (tag),10,19,0.5909090909090909
A1IZ4NX41GKU4X,41_Human,10,19,0.5909090909090909
A1IZ4NX41GKU4X,1013_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,698_XLNet,10,19,0.5909090909090909
A1IZ4NX41GKU4X,68_Human,10,19,0.5909090909090909
A1IZ4NX41GKU4X,14_Human,10,19,0.5909090909090909
A1IZ4NX41GKU4X,4_Human,10,19,0.5909090909090909
A1IZ4NX41GKU4X,1036_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,1038_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,1042_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,978_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,979_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,63_Human,10,19,0.5909090909090909
A1IZ4NX41GKU4X,656_RoBERTa,10,19,0.5909090909090909
A1IZ4NX41GKU4X,663_RoBERTa,10,19,0.5909090909090909
A1IZ4NX41GKU4X,687_XLNet,10,19,0.5909090909090909
A1IZ4NX41GKU4X,696_XLNet,10,19,0.5909090909090909
A1IZ4NX41GKU4X,768_Fusion,10,19,0.5909090909090909
A1IZ4NX41GKU4X,1048_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,0_Human,10,19,0.5909090909090909
A1IZ4NX41GKU4X,1005_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,336_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,805_Fusion,10,19,0.5909090909090909
A1IZ4NX41GKU4X,772_Fusion,10,19,0.5909090909090909
A1IZ4NX41GKU4X,784_Fusion,10,19,0.5909090909090909
A1IZ4NX41GKU4X,445_GPT-2 (tag),10,19,0.5909090909090909
A1IZ4NX41GKU4X,741_XLNet,10,19,0.5909090909090909
A1IZ4NX41GKU4X,749_XLNet,10,19,0.5909090909090909
A1IZ4NX41GKU4X,751_XLNet,10,19,0.5909090909090909
A1IZ4NX41GKU4X,331_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,801_Fusion,10,19,0.5909090909090909
A1IZ4NX41GKU4X,323_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,937_HINT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,299_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,295_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,316_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,314_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,822_Fusion,10,19,0.5909090909090909
A1IZ4NX41GKU4X,389_GPT-2 (tag),10,19,0.5909090909090909
A1IZ4NX41GKU4X,143_BertGeneration,10,19,0.5909090909090909
A1IZ4NX41GKU4X,752_XLNet,10,19,0.5909090909090909
A1IZ4NX41GKU4X,375_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,371_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,366_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,347_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,546_GPT-2,10,19,0.5909090909090909
A1IZ4NX41GKU4X,340_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,365_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,1009_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,393_GPT-2 (tag),10,19,0.5909090909090909
A1IZ4NX41GKU4X,965_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,964_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,85_Human,10,19,0.5909090909090909
A1IZ4NX41GKU4X,19_Human,10,19,0.5909090909090909
A1IZ4NX41GKU4X,988_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,2_Human,10,19,0.5909090909090909
A1IZ4NX41GKU4X,408_GPT-2 (tag),10,19,0.5909090909090909
A1IZ4NX41GKU4X,986_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,1020_TD-VAE,10,19,0.5909090909090909
A1IZ4NX41GKU4X,101_BertGeneration,10,19,0.5909090909090909
A1IZ4NX41GKU4X,346_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,617_RoBERTa,10,19,0.5909090909090909
A1IZ4NX41GKU4X,137_BertGeneration,10,19,0.5909090909090909
A1IZ4NX41GKU4X,257_CTRL,10,19,0.5909090909090909
A1IZ4NX41GKU4X,117_BertGeneration,10,19,0.5909090909090909
A1IZ4NX41GKU4X,906_HINT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,108_BertGeneration,10,19,0.5909090909090909
A1IZ4NX41GKU4X,606_RoBERTa,10,19,0.5909090909090909
A1IZ4NX41GKU4X,655_RoBERTa,10,19,0.5909090909090909
A1IZ4NX41GKU4X,305_GPT,10,19,0.5909090909090909
A1IZ4NX41GKU4X,329_GPT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,364_GPT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,745_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,743_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,258_CTRL,11,18,0.5454545454545454
A1IZ4NX41GKU4X,154_BertGeneration,11,18,0.5454545454545454
A1IZ4NX41GKU4X,260_CTRL,11,18,0.5454545454545454
A1IZ4NX41GKU4X,138_BertGeneration,11,18,0.5454545454545454
A1IZ4NX41GKU4X,773_Fusion,11,18,0.5454545454545454
A1IZ4NX41GKU4X,641_RoBERTa,11,18,0.5454545454545454
A1IZ4NX41GKU4X,808_Fusion,11,18,0.5454545454545454
A1IZ4NX41GKU4X,999_TD-VAE,11,18,0.5454545454545454
A1IZ4NX41GKU4X,647_RoBERTa,11,18,0.5454545454545454
A1IZ4NX41GKU4X,374_GPT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,1052_TD-VAE,11,18,0.5454545454545454
A1IZ4NX41GKU4X,955_HINT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,430_GPT-2 (tag),11,18,0.5454545454545454
A1IZ4NX41GKU4X,175_BertGeneration,11,18,0.5454545454545454
A1IZ4NX41GKU4X,362_GPT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,419_GPT-2 (tag),11,18,0.5454545454545454
A1IZ4NX41GKU4X,411_GPT-2 (tag),11,18,0.5454545454545454
A1IZ4NX41GKU4X,629_RoBERTa,11,18,0.5454545454545454
A1IZ4NX41GKU4X,69_Human,11,18,0.5454545454545454
A1IZ4NX41GKU4X,1047_TD-VAE,11,18,0.5454545454545454
A1IZ4NX41GKU4X,604_RoBERTa,11,18,0.5454545454545454
A1IZ4NX41GKU4X,13_Human,11,18,0.5454545454545454
A1IZ4NX41GKU4X,994_TD-VAE,11,18,0.5454545454545454
A1IZ4NX41GKU4X,32_Human,11,18,0.5454545454545454
A1IZ4NX41GKU4X,766_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,614_RoBERTa,11,18,0.5454545454545454
A1IZ4NX41GKU4X,135_BertGeneration,11,18,0.5454545454545454
A1IZ4NX41GKU4X,82_Human,11,18,0.5454545454545454
A1IZ4NX41GKU4X,121_BertGeneration,11,18,0.5454545454545454
A1IZ4NX41GKU4X,23_Human,11,18,0.5454545454545454
A1IZ4NX41GKU4X,1028_TD-VAE,11,18,0.5454545454545454
A1IZ4NX41GKU4X,572_GPT-2,11,18,0.5454545454545454
A1IZ4NX41GKU4X,553_GPT-2,11,18,0.5454545454545454
A1IZ4NX41GKU4X,119_BertGeneration,11,18,0.5454545454545454
A1IZ4NX41GKU4X,1001_TD-VAE,11,18,0.5454545454545454
A1IZ4NX41GKU4X,417_GPT-2 (tag),11,18,0.5454545454545454
A1IZ4NX41GKU4X,355_GPT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,208_CTRL,11,18,0.5454545454545454
A1IZ4NX41GKU4X,222_CTRL,11,18,0.5454545454545454
A1IZ4NX41GKU4X,730_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,865_HINT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,255_CTRL,11,18,0.5454545454545454
A1IZ4NX41GKU4X,292_GPT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,294_GPT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,713_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,184_BertGeneration,11,18,0.5454545454545454
A1IZ4NX41GKU4X,690_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,277_CTRL,11,18,0.5454545454545454
A1IZ4NX41GKU4X,851_Fusion,11,18,0.5454545454545454
A1IZ4NX41GKU4X,849_Fusion,11,18,0.5454545454545454
A1IZ4NX41GKU4X,654_RoBERTa,11,18,0.5454545454545454
A1IZ4NX41GKU4X,944_HINT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,947_HINT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,981_TD-VAE,11,18,0.5454545454545454
A1IZ4NX41GKU4X,574_GPT-2,11,18,0.5454545454545454
A1IZ4NX41GKU4X,599_RoBERTa,11,18,0.5454545454545454
A1IZ4NX41GKU4X,237_CTRL,11,18,0.5454545454545454
A1IZ4NX41GKU4X,235_CTRL,11,18,0.5454545454545454
A1IZ4NX41GKU4X,282_CTRL,11,18,0.5454545454545454
A1IZ4NX41GKU4X,701_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,689_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,755_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,708_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,702_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,669_RoBERTa,11,18,0.5454545454545454
A1IZ4NX41GKU4X,667_RoBERTa,11,18,0.5454545454545454
A1IZ4NX41GKU4X,757_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,684_XLNet,11,18,0.5454545454545454
A1IZ4NX41GKU4X,670_RoBERTa,11,18,0.5454545454545454
A1IZ4NX41GKU4X,218_CTRL,11,18,0.5454545454545454
A1IZ4NX41GKU4X,466_GPT-2 (tag),11,18,0.5454545454545454
A1IZ4NX41GKU4X,508_GPT-2,11,18,0.5454545454545454
A1IZ4NX41GKU4X,221_CTRL,11,18,0.5454545454545454
A1IZ4NX41GKU4X,825_Fusion,11,18,0.5454545454545454
A1IZ4NX41GKU4X,815_Fusion,11,18,0.5454545454545454
A1IZ4NX41GKU4X,817_Fusion,11,18,0.5454545454545454
A1IZ4NX41GKU4X,483_GPT-2,11,18,0.5454545454545454
A1IZ4NX41GKU4X,171_BertGeneration,11,18,0.5454545454545454
A1IZ4NX41GKU4X,306_GPT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,858_Fusion,11,18,0.5454545454545454
A1IZ4NX41GKU4X,857_Fusion,11,18,0.5454545454545454
A1IZ4NX41GKU4X,879_HINT,11,18,0.5454545454545454
A1IZ4NX41GKU4X,843_Fusion,11,18,0.5454545454545454
A1IZ4NX41GKU4X,27_Human,12,17,0.5
A1IZ4NX41GKU4X,1011_TD-VAE,12,17,0.5
A1IZ4NX41GKU4X,992_TD-VAE,12,17,0.5
A1IZ4NX41GKU4X,995_TD-VAE,12,17,0.5
A1IZ4NX41GKU4X,984_TD-VAE,12,17,0.5
A1IZ4NX41GKU4X,426_GPT-2 (tag),12,17,0.5
A1IZ4NX41GKU4X,844_Fusion,12,17,0.5
A1IZ4NX41GKU4X,846_Fusion,12,17,0.5
A1IZ4NX41GKU4X,167_BertGeneration,12,17,0.5
A1IZ4NX41GKU4X,151_BertGeneration,12,17,0.5
A1IZ4NX41GKU4X,368_GPT,12,17,0.5
A1IZ4NX41GKU4X,373_GPT,12,17,0.5
A1IZ4NX41GKU4X,429_GPT-2 (tag),12,17,0.5
A1IZ4NX41GKU4X,351_GPT,12,17,0.5
A1IZ4NX41GKU4X,789_Fusion,12,17,0.5
A1IZ4NX41GKU4X,38_Human,12,17,0.5
A1IZ4NX41GKU4X,381_GPT,12,17,0.5
A1IZ4NX41GKU4X,705_XLNet,12,17,0.5
A1IZ4NX41GKU4X,694_XLNet,12,17,0.5
A1IZ4NX41GKU4X,658_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,449_GPT-2 (tag),12,17,0.5
A1IZ4NX41GKU4X,504_GPT-2,12,17,0.5
A1IZ4NX41GKU4X,517_GPT-2,12,17,0.5
A1IZ4NX41GKU4X,529_GPT-2,12,17,0.5
A1IZ4NX41GKU4X,498_GPT-2,12,17,0.5
A1IZ4NX41GKU4X,503_GPT-2,12,17,0.5
A1IZ4NX41GKU4X,479_GPT-2 (tag),12,17,0.5
A1IZ4NX41GKU4X,356_GPT,12,17,0.5
A1IZ4NX41GKU4X,473_GPT-2 (tag),12,17,0.5
A1IZ4NX41GKU4X,872_HINT,12,17,0.5
A1IZ4NX41GKU4X,867_HINT,12,17,0.5
A1IZ4NX41GKU4X,727_XLNet,12,17,0.5
A1IZ4NX41GKU4X,729_XLNet,12,17,0.5
A1IZ4NX41GKU4X,211_CTRL,12,17,0.5
A1IZ4NX41GKU4X,186_BertGeneration,12,17,0.5
A1IZ4NX41GKU4X,189_BertGeneration,12,17,0.5
A1IZ4NX41GKU4X,190_BertGeneration,12,17,0.5
A1IZ4NX41GKU4X,181_BertGeneration,12,17,0.5
A1IZ4NX41GKU4X,853_Fusion,12,17,0.5
A1IZ4NX41GKU4X,834_Fusion,12,17,0.5
A1IZ4NX41GKU4X,600_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,580_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,581_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,652_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,653_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,239_CTRL,12,17,0.5
A1IZ4NX41GKU4X,639_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,214_CTRL,12,17,0.5
A1IZ4NX41GKU4X,699_XLNet,12,17,0.5
A1IZ4NX41GKU4X,531_GPT-2,12,17,0.5
A1IZ4NX41GKU4X,535_GPT-2,12,17,0.5
A1IZ4NX41GKU4X,259_CTRL,12,17,0.5
A1IZ4NX41GKU4X,250_CTRL,12,17,0.5
A1IZ4NX41GKU4X,555_GPT-2,12,17,0.5
A1IZ4NX41GKU4X,558_GPT-2,12,17,0.5
A1IZ4NX41GKU4X,560_GPT-2,12,17,0.5
A1IZ4NX41GKU4X,624_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,628_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,605_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,612_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,615_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,594_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,598_RoBERTa,12,17,0.5
A1IZ4NX41GKU4X,269_CTRL,12,17,0.5
A1IZ4NX41GKU4X,278_CTRL,12,17,0.5
A1IZ4NX41GKU4X,279_CTRL,12,17,0.5
A1IZ4NX41GKU4X,253_CTRL,12,17,0.5
A1IZ4NX41GKU4X,916_HINT,12,17,0.5
A1IZ4NX41GKU4X,540_GPT-2,12,17,0.5
A1IZ4NX41GKU4X,297_GPT,12,17,0.5
A1IZ4NX41GKU4X,353_GPT,12,17,0.5
A1IZ4NX41GKU4X,434_GPT-2 (tag),12,17,0.5
A1IZ4NX41GKU4X,102_BertGeneration,12,17,0.5
A1IZ4NX41GKU4X,96_BertGeneration,12,17,0.5
A1IZ4NX41GKU4X,49_Human,12,17,0.5
A1IZ4NX41GKU4X,46_Human,12,17,0.5
A1IZ4NX41GKU4X,1055_TD-VAE,12,17,0.5
A1IZ4NX41GKU4X,1037_TD-VAE,12,17,0.5
A1IZ4NX41GKU4X,1024_TD-VAE,12,17,0.5
A1IZ4NX41GKU4X,910_HINT,12,17,0.5
A1IZ4NX41GKU4X,123_BertGeneration,12,17,0.5
A1IZ4NX41GKU4X,461_GPT-2 (tag),12,17,0.5
A1IZ4NX41GKU4X,465_GPT-2 (tag),12,17,0.5
A1IZ4NX41GKU4X,327_GPT,12,17,0.5
A1IZ4NX41GKU4X,735_XLNet,12,17,0.5
A1IZ4NX41GKU4X,800_Fusion,12,17,0.5
A1IZ4NX41GKU4X,405_GPT-2 (tag),13,16,0.45454545454545453
A1IZ4NX41GKU4X,404_GPT-2 (tag),13,16,0.45454545454545453
A1IZ4NX41GKU4X,881_HINT,13,16,0.45454545454545453
A1IZ4NX41GKU4X,674_XLNet,13,16,0.45454545454545453
